frequency_hz,transit_magnitude,rc_magnitude,combined_magnitude
0.0,1.0,1.0,1.0
10000000.0,0.9999999890337558,0.9999999940504372,0.9999999830841931
10182271.928563705,0.9999999886303447,0.9999999938315729,0.9999999824619177
10367866.162721643,0.9999999882120932,0.9999999936046573,0.9999999818167508
10556843.25877861,0.9999999877784567,0.9999999933693944,0.999999981147851
10749264.876810819,0.9999999873288672,0.9999999931254768,0.999999980454344
10945193.80078466,0.9999999868627392,0.9999999928725865,0.9999999797353257
11144693.959041912,0.9999999863794636,0.999999992610393,0.9999999789898566
11347830.445158597,0.9999999858784103,0.9999999923385542,0.9999999782169646
11554669.539183896,0.9999999853589248,0.9999999920567155,0.9999999774156405
11765278.72926623,0.9999999848203291,0.9999999917645092,0.9999999765848384
11979726.73367352,0.9999999842619204,0.9999999914615534,0.9999999757234739
12198083.52321478,0.9999999836829698,0.9999999911474526,0.9999999748304226
12420420.344070531,0.9999999830827214,0.9999999908217976,0.999999973904519
12646809.741039092,0.9999999824603919,0.9999999904841624,0.9999999729445546
12877325.581206838,0.9999999818151692,0.999999990134107,0.9999999719492763
13112043.078049768,0.9999999811462109,0.9999999897711742,0.9999999709173852
13351038.815974418,0.9999999804526435,0.9999999893948902,0.999999969847534
13594390.775306072,0.9999999797335628,0.999999989004764,0.9999999687383271
13842178.357732411,0.999999978988029,0.9999999886002867,0.9999999675883158
14094482.41221108,0.9999999782150695,0.9999999881809298,0.9999999663959996
14351385.261349173,0.9999999774136757,0.9999999877461461,0.9999999651598221
14612970.728263857,0.9999999765828013,0.9999999872953683,0.9999999638781699
14879324.16393242,0.9999999757213616,0.999999986828008,0.9999999625493698
15150532.47504087,0.9999999748282329,0.999999986343455,0.9999999611716882
15426684.152340144,0.9999999739022489,0.999999985841077,0.9999999597433262
15707869.299519131,0.9999999729422009,0.999999985320218,0.9999999582624193
15994179.662604127,0.999999971946836,0.9999999847801986,0.999999956727035
16285708.659893852,0.9999999709148552,0.9999999842203136,0.9999999551351691
16582551.4124404,0.9999999698449108,0.9999999836398323,0.9999999534847437
16884804.77508563,0.9999999687356073,0.999999983037997,0.9999999517736049
17192567.368063282,0.999999967585496,0.9999999824140224,0.999999949999519
17505939.609177113,0.9999999663930764,0.9999999817670939,0.9999999481601709
17825023.746565524,0.9999999651567913,0.999999981096367,0.999999946253159
18149923.892063558,0.9999999638750274,0.9999999804009663,0.9999999442759945
18480746.05517265,0.9999999625461118,0.9999999796799842,0.9999999422260967
18817598.177649885,0.9999999611683104,0.9999999789324797,0.9999999401007909
19160590.1687276,0.9999999597398237,0.9999999781574768,0.9999999378973016
19509833.940974873,0.9999999582587883,0.9999999773539642,0.9999999356127534
19865443.446812745,0.9999999567232704,0.9999999765208933,0.9999999332441646
20227534.71569512,0.9999999551312658,0.9999999756571764,0.9999999307884433
20596225.891967025,0.9999999534806968,0.9999999747616864,0.9999999282423845
20971637.273413282,0.9999999517694091,0.9999999738332543,0.9999999256026647
21353891.350509632,0.9999999499951692,0.9999999728706684,0.9999999228658388
21743112.846389353,0.9999999481556606,0.999999971872672,0.999999920028334
22139428.75753832,0.9999999462484825,0.9999999708379629,0.9999999170864471
22542968.395231847,0.9999999442711464,0.9999999697651901,0.9999999140363381
22953863.427726757,0.9999999422210705,0.9999999686529537,0.9999999108740261
23372247.92322272,0.9999999400955794,0.9999999674998021,0.9999999075953835
23798258.393606205,0.9999999378918982,0.9999999663042299,0.9999999041961303
24232033.838992205,0.9999999356071514,0.9999999650646767,0.9999999006718303
24673715.79307761,0.9999999332383565,0.9999999637795243,0.9999998970178832
25123448.369321313,0.9999999307824218,0.9999999624470959,0.9999998932295202
25581378.307965945,0.9999999282361413,0.9999999610656516,0.9999998893017956
26047655.023917016,0.9999999255961918,0.9999999596333888,0.9999998852295836
26522430.655494157,0.9999999228591275,0.9999999581484378,0.9999998810075684
27005860.114071563,0.9999999200213758,0.9999999566088605,0.9999998766302398
27498101.13462291,0.9999999170792331,0.9999999550126475,0.9999998720918842
27999314.32718766,0.9999999140288588,0.999999953357715,0.9999998673865778
28509663.22927545,0.9999999108662715,0.9999999516419033,0.9999998625081791
29029314.359225627,0.9999999075873434,0.9999999498629728,0.9999998574503207
29558437.27053938,0.9999999041877944,0.999999948018601,0.9999998522064005
30097204.60720243,0.9999999006631876,0.9999999461063818,0.9999998467695747
30645792.160015553,0.9999998970089227,0.9999999441238178,0.9999998411327462
31204378.923952404,0.9999998932202296,0.9999999420683224,0.9999998352885584
31773147.156562548,0.9999998892921634,0.9999999399372121,0.9999998292293822
32352282.437439054,0.9999998852195969,0.9999999377277058,0.9999998229473097
32941973.728769954,0.9999998809972144,0.9999999354369189,0.9999998164341409
33542413.436993737,0.9999998766195047,0.9999999330618619,0.9999998096813748
34153797.475577936,0.9999998720807544,0.9999999305994347,0.999999802680198
34776325.328942716,0.9999998673750384,0.999999928046423,0.999999795421471
35410200.11754923,0.9999998624962149,0.9999999253994947,0.9999997878957197
36055628.66417448,0.9999998574379163,0.9999999226551949,0.9999997800931223
36712821.561394066,0.9999998521935399,0.9999999198099415,0.9999997720034932
37381993.24029511,0.9999998467562408,0.9999999168600208,0.9999997636162743
38063362.04044143,0.9999998411189217,0.9999999138015828,0.9999997549205183
38757150.281114414,0.9999998352742248,0.9999999106306352,0.9999997459048747
39463584.33385162,0.999999829214521,0.999999907343039,0.9999997365575759
40182894.696308374,0.9999998229319019,0.9999999039345033,0.9999997268664224
40915316.067465216,0.999999816418166,0.9999999004005792,0.9999997168187635
41661087.42420626,0.9999998096648122,0.9999998967366542,0.999999706401486
42420452.09929329,0.9999998026630254,0.9999998929379458,0.9999996956009922
43193657.86076154,0.9999997954036662,0.9999998889994958,0.9999996844031848
43980956.99276172,0.9999997878772601,0.9999998849161633,0.9999996727934478
44782606.37787653,0.9999997800739833,0.9999998806826192,0.9999996607566287
45598867.58093701,0.9999997719836499,0.9999998762933373,0.9999996482770154
46430006.93436685,0.9999997635957005,0.9999998717425889,0.9999996353383198
47276295.62508217,0.9999997548991872,0.9999998670244336,0.9999996219236533
48138009.782975234,0.9999997458827585,0.9999998621327134,0.999999608015507
49015430.57101137,0.999999736534646,0.9999998570610436,0.9999995935957273
49908844.276967235,0.9999997268426484,0.999999851802804,0.9999995786454929
50818542.40684208,0.9999997167941148,0.9999998463511321,0.9999995631452905
51744821.779971235,0.9999997063759297,0.9999998406989115,0.9999995470748879
52687984.62587329,0.999999695574495,0.9999998348387649,0.9999995304133099
53648338.68286246,0.9999996843757122,0.9999998287630433,0.9999995131388095
54626197.298458874,0.9999996727649643,0.9999998224638169,0.9999994952288392
55621879.531628035,0.9999996607270962,0.9999998159328635,0.9999994766600221
56635710.25688482,0.9999996482463958,0.9999998091616581,0.999999457408121
57668020.270294584,0.999999635306573,0.9999998021413632,0.9999994374480083
58719146.397406325,0.9999996218907379,0.9999997948628158,0.9999994167536312
59789431.60315331,0.9999996079813797,0.9999997873165153,0.9999993952979783
60879225.103756756,0.9999995935603434,0.9999997794926122,0.9999993730530452
61988882.48066919,0.9999995786088062,0.9999997713808942,0.9999993499897967
63118765.79659524,0.9999995631072528,0.999999762970774,0.9999993260781304
64269243.71362586,0.9999995470354498,0.9999997542512742,0.9999993012868352
65440691.6135272,0.9999995303724198,0.9999997452110135,0.999999275583553
66633491.72022123,0.9999995130964138,0.9999997358381925,0.9999992489347349
67848033.22449908,0.999999495184882,0.9999997261205774,0.9999992213055976
69084712.4110073,0.9999994766144458,0.9999997160454845,0.999999192660079
70343932.78754963,0.9999994573608664,0.9999997055997634,0.9999991629607895
71626105.21674386,0.9999994373990132,0.9999996947697797,0.9999991321689646
72931648.05008014,0.9999994167028313,0.999999683541398,0.999999100244414
74260987.26442188,0.9999993952453076,0.9999996718999625,0.9999990671454685
75614556.60099497,0.9999993729984342,0.9999996598302785,0.9999990328289261
76992797.70691025,0.9999993499331742,0.9999996473165921,0.9999989972499955
78396160.27926563,0.9999993260194221,0.99999963434257,0.9999989603622385
79825102.21187457,0.9999993012259638,0.9999996208912783,0.9999989221175071
81280089.7446699,0.9999992755204392,0.9999996069451593,0.9999988824658833
82761597.61582911,0.9999992488692955,0.9999995924860104,0.9999988413556119
84270109.21667415,0.9999992212377469,0.9999995774949595,0.9999987987330353
85806116.74939388,0.9999991925897282,0.9999995619524387,0.9999987545425206
87370121.38764133,0.9999991628878464,0.9999995458381621,0.9999987087263886
88962633.44005819,0.9999991320933332,0.9999995291310967,0.9999986612248387
90584172.51678072,0.9999991001659954,0.9999995118094357,0.9999986119758703
92235267.69897883,0.9999990670641598,0.9999994938505704,0.9999985609152023
93916457.71148707,0.99999903274462,0.9999994752310603,0.9999985079761878
95628291.09858151,0.9999989971625817,0.9999994559266023,0.9999984530897297
97371326.4029605,0.9999989602716017,0.999999435912,0.9999983961841883
99146132.34798786,0.9999989220235289,0.9999994151611293,0.9999983371852886
100953288.02325787,0.9999988823684398,0.9999993936469059,0.9999982760160233
102793383.0735425,0.9999988412545755,0.9999993713412482,0.9999982125965521
104667017.89118274,0.9999987986282727,0.9999993482150427,0.9999981468440984
106574803.8119865,0.9999987544338939,0.9999993242381038,0.9999980786728394
108517363.314697,0.9999987086137552,0.9999992993791362,0.9999980079937962
110495330.2240988,0.9999986611080502,0.9999992736056937,0.9999979347147165
112509349.9178218,0.9999986118547732,0.9999992468841351,0.9999978587399537
114560079.5369188,0.9999985607896369,0.9999992191795832,0.9999977799703439
116648188.20027937,0.9999985078459893,0.9999991904558772,0.9999976983030743
118774357.22295207,0.9999984529547261,0.9999991606755256,0.9999976136315503
120939280.33844626,0.9999983960442019,0.9999991297996587,0.9999975258452561
123143663.92508577,0.9999983370401346,0.9999990977879759,0.9999974348296108
125388227.23648839,0.9999982758655104,0.9999990645986948,0.999997340465818
127673702.63624626,0.9999982124404818,0.999999030188496,0.9999972426307114
130000835.83688402,0.9999981466822646,0.9999989945124661,0.9999971411965942
132370386.14317228,0.9999980785050286,0.99999895752404,0.9999970360310718
134783126.6998761,0.9999980078197864,0.9999989191749389,0.9999969269968786
137239844.74401882,0.999997934534278,0.9999988794151091,0.9999968139517016
139741341.86174697,0.9999978585528483,0.9999988381926546,0.999996696747991
142288434.24986845,0.9999977797763233,0.9999987954537707,0.9999965752327683
144881952.9821718,0.9999976981018823,0.9999987511426739,0.999996449247431
147522744.28058544,0.9999976134229203,0.9999987052015279,0.9999963186275381
150211669.7912887,0.9999975256289123,0.9999986575703692,0.9999961832026032
152949606.86585197,0.9999974346052657,0.9999986081870286,0.9999960427958648
155737448.8475019,0.9999973402331747,0.9999985569870496,0.9999958972240623
158576105.36260444,0.999997242389461,0.9999985039036052,0.9999957462971918
161466502.6174608,0.9999971409464163,0.9999984488674092,0.9999955898182603
164409583.7005129,0.9999970357716338,0.9999983918066275,0.9999954275830284
167406308.8900577,0.9999969267278366,0.999998332646783,0.9999952593797439
170457655.96756995,0.9999968136726969,0.999998271310659,0.999995084988864
173564620.53673568,0.9999966964586517,0.9999982077181986,0.9999949041827711
176728216.34830153,0.9999965749327104,0.9999981417863996,0.9999947167254745
179949475.63084367,0.9999964489362532,0.9999980734292062,0.9999945223723008
183229449.4275698,0.9999963183048262,0.9999980025573981,0.9999943208695783
186569207.9392527,0.9999961828679255,0.9999979290784718,0.9999941119543022
189969840.87342176,0.9999960424487749,0.9999978528965215,0.9999938953537938
193432457.7999156,0.9999958968640955,0.9999977739121135,0.999993670785343
196958188.51291645,0.9999957459238663,0.9999976920221562,0.9999934379558408
200548183.39958274,0.9999955894310764,0.9999976071197658,0.9999931965613961
204203613.8154017,0.9999954271814664,0.9999975190941264,0.9999929462869374
207925672.46638283,0.9999952589632648,0.9999974278303462,0.9999926868058058
211715573.79821813,0.9999950845569084,0.9999973332093065,0.9999924177793235
215574554.3925354,0.9999949037347583,0.9999972351075075,0.9999921388563563
219503873.37037426,0.9999947162608005,0.9999971333969057,0.9999918496728526
223504812.8030164,0.99999452189034,0.9999970279447477,0.999991549851369
227578678.13030303,0.9999943203696801,0.9999969186133969,0.9999912390005781
231726798.58658195,0.9999941114357908,0.9999968052601537,0.9999909167147569
235950527.6344089,0.999993894815968,0.9999966877370687,0.9999905825732587
240251243.40616363,0.9999936702274744,0.9999965658907509,0.9999902361399625
244630349.1537106,0.9999934373771726,0.9999964395621663,0.9999898769627048
249089273.70625654,0.9999931959611421,0.9999963085864313,0.99998950457269
253629471.93655375,0.9999929456642819,0.9999961727925963,0.9999891184838767
258252425.2356007,0.9999926861598999,0.9999960320034244,0.9999887181923456
262959641.9959954,0.9999924171092869,0.9999958860351575,0.9999883031756401
267752658.10409856,0.999992138161273,0.9999957346972799,0.9999878728920859
272633037.44116783,0.9999918489517715,0.9999955777922661,0.9999874267800833
277602372.39362603,0.9999915491033018,0.9999954151153261,0.9999869642573742
282662284.37263066,0.9999912382244974,0.9999952464541355,0.9999864847202824
287814424.3431117,0.9999909159095953,0.9999950715885604,0.9999859875429259
293060473.36246,0.9999905817379063,0.9999948902903696,0.9999854720764005
298402143.12901556,0.9999902352732659,0.9999947023229359,0.9999849376479321
303841176.5405824,0.9999898760634653,0.9999945074409282,0.9999843835599999
309379348.2630941,0.9999895036396603,0.9999943053899912,0.9999838090894242
315018465.3096638,0.9999891175157612,0.9999940959064133,0.9999832134864256
320760367.6301809,0.9999887171877961,0.9999938787167822,0.9999825959736436
326606928.7116565,0.9999883021332554,0.9999936535376291,0.9999819557451246
